,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country
1126,Single,36975.0,1,0,12/28/13,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,SP
1127,Married,26228.0,1,0,9/22/13,50,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,0,SP
1128,Married,37787.0,1,0,9/20/13,50,40,1,40,4,3,18,1,3,0,3,8,0,0,0,0,0,0,0,IND
1129,Married,37087.0,1,0,8/11/13,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,SA
1130,Together,57247.0,0,1,8/8/13,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,SP
1131,Married,36930.0,0,1,5/17/13,50,223,2,31,0,2,39,5,5,2,4,8,0,0,0,0,0,0,0,SP
1132,Divorced,48721.0,1,1,5/13/13,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,SA
1133,Married,43641.0,1,1,4/22/13,50,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,0,SP
1134,Married,75903.0,0,1,4/8/13,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,0,SP
1135,Married,71391.0,0,1,3/29/13,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,CA
1136,Married,16927.0,1,1,2/10/13,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,SA
1137,Divorced,27215.0,2,1,1/23/13,50,30,5,22,8,9,28,4,2,1,4,6,0,0,0,0,0,0,0,SA
1138,Married,53858.0,0,1,11/9/12,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,SP
1139,Single,30983.0,0,0,11/9/12,50,51,4,50,12,1,49,1,4,0,3,8,0,0,0,0,0,1,0,IND
1140,Together,43462.0,1,1,9/12/12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,SP
1141,Married,63943.0,0,1,9/2/12,50,423,184,368,13,97,21,1,6,4,6,5,0,0,0,0,0,0,0,IND
1142,Single,26816.0,0,0,8/17/12,50,5,1,6,3,4,3,1,0,0,3,4,0,0,0,0,0,0,0,IND
1143,Together,75484.0,0,1,8/2/12,50,378,97,259,197,194,34,2,7,3,6,4,0,0,0,0,0,0,0,CA
1144,Together,33564.0,0,1,6/24/14,51,61,0,3,0,0,7,1,1,1,3,5,0,0,0,0,0,0,0,SP
1145,Married,54348.0,1,1,6/8/14,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,0,CA
1146,Married,54984.0,0,1,5/24/14,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,SP
1147,Single,34738.0,1,0,5/11/14,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,SP
1148,Divorced,68118.0,0,1,10/18/13,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,US
1149,Divorced,68118.0,0,1,10/18/13,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,SP
1150,Together,22682.0,1,0,10/3/13,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,AUS
1151,Married,51948.0,0,1,9/17/13,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,SP
1152,Married,25293.0,1,0,9/15/13,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,SP
1153,Married,25293.0,1,0,9/15/13,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,AUS
1154,Married,41551.0,1,1,8/14/13,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,0,CA
1155,Together,56067.0,0,1,7/20/13,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,SA
1156,Married,67433.0,0,2,7/16/13,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,SP
1157,Together,22010.0,1,0,6/30/13,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,SP
1158,Single,64831.0,1,1,6/10/13,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,SA
1159,Married,62820.0,0,0,5/11/13,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SA
1160,Married,62820.0,0,0,5/11/13,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,SP
1161,Divorced,78353.0,0,1,4/16/13,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,CA
1162,Married,57183.0,1,1,3/19/13,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,SP
1163,Single,23478.0,0,0,3/19/13,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,US
1164,Single,30168.0,1,0,3/7/13,51,154,20,66,0,12,27,7,6,1,4,9,0,0,0,0,0,0,0,SP
1165,Married,37155.0,1,0,1/31/13,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,0,SP
1166,Single,16581.0,0,0,1/12/13,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,0,SP
1167,Married,41850.0,1,1,12/24/12,51,53,5,19,2,13,4,3,3,0,3,8,0,0,0,0,0,0,0,US
1168,Divorced,81380.0,0,0,12/22/12,51,741,68,689,224,68,103,1,4,2,10,2,0,0,0,0,0,0,0,CA
1169,Together,56386.0,1,1,10/27/12,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,SA
1170,Divorced,25818.0,1,0,10/18/12,51,5,2,8,2,2,9,1,0,1,2,7,0,0,0,0,0,0,0,GER
1171,Together,15345.0,1,0,8/31/12,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,1,0,SP
1172,Together,57954.0,1,1,6/18/14,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,SP
1173,Married,50300.0,0,1,5/25/14,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,SP
1174,Married,38725.0,1,1,5/10/14,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,SP
1175,Together,10404.0,1,0,5/4/14,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,SP
1176,Single,26868.0,1,0,4/30/14,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,SA
1177,Widow,72298.0,0,0,3/10/14,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,SP
1178,Married,72905.0,0,0,1/21/14,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,SP
1179,Single,47025.0,0,1,11/7/13,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,US
1180,Single,29938.0,1,0,10/27/13,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,SA
1181,Together,46681.0,0,2,10/8/13,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SP
1182,Together,46681.0,0,2,10/8/13,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,SA
1183,Single,29548.0,1,0,8/29/13,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,0,SP
1184,Married,62058.0,0,1,5/26/13,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,GER
1186,Single,36736.0,1,1,5/10/13,52,10,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,SP
1187,Single,8820.0,1,1,3/22/13,52,12,0,13,4,2,4,4,3,0,3,8,0,0,0,0,0,0,0,CA
1188,Together,14918.0,0,1,12/7/12,52,3,3,3,15,4,15,1,1,0,3,6,0,0,0,0,0,0,0,IND
1189,Together,56715.0,0,0,12/5/12,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,0,SP
1190,Together,24882.0,1,0,9/9/12,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,IND
1191,Together,24882.0,1,0,9/9/12,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,SP
1192,Together,40442.0,1,1,8/19/12,52,45,12,52,25,22,13,4,3,1,4,7,0,0,0,0,0,1,0,SA
1193,Divorced,64176.0,0,1,8/3/12,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,0,SP
1194,Married,23536.0,1,0,6/4/14,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,SP
1195,Divorced,35246.0,1,1,4/16/14,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,SA
1196,Married,28442.0,2,0,2/24/14,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,0,SP
1197,Married,48195.0,1,1,1/21/14,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,SP
1198,Single,74116.0,0,0,12/30/13,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,SA
1199,Together,78093.0,0,0,12/11/13,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,0,SA
1200,Divorced,59354.0,1,1,11/15/13,53,233,2,53,3,5,14,3,6,1,5,6,0,0,0,0,0,0,0,US
1201,Together,36301.0,1,0,10/25/13,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,SA
1202,Single,77598.0,0,0,10/1/13,53,1193,33,281,129,66,33,1,7,5,13,3,0,0,1,0,0,0,0,SP
1203,Married,62710.0,0,1,5/23/13,53,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,0,SP
1204,Together,36317.0,0,1,5/22/13,53,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,0,SP
1205,Single,42767.0,2,0,5/11/13,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,SA
1206,Married,43815.0,1,0,4/5/13,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,SP
1207,Divorced,44421.0,1,1,2/15/13,53,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,0,SP
1208,Divorced,48948.0,0,0,2/1/13,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,AUS
1209,Divorced,48948.0,0,0,2/1/13,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,1,0,SA
1210,Divorced,63120.0,0,1,9/28/12,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,1,0,SP
1211,Married,55517.0,1,1,9/27/12,53,483,0,108,0,6,36,5,11,1,6,9,0,0,0,0,0,1,0,SA
1212,Single,36864.0,0,1,8/13/12,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,1,0,AUS
1214,Divorced,82582.0,0,0,6/7/14,54,510,120,550,156,40,241,1,4,9,7,1,1,0,0,1,0,1,0,AUS
1215,Divorced,79803.0,0,1,6/2/14,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,0,SP
1216,Single,52569.0,0,1,4/5/14,54,85,0,3,0,0,7,1,2,0,4,3,0,0,0,0,0,0,0,SA
1217,Widow,82032.0,0,0,4/5/14,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND
1218,Widow,82032.0,0,0,4/5/14,54,332,194,377,149,125,57,0,4,6,7,1,0,0,0,0,0,0,0,IND
1219,Married,65685.0,0,1,3/29/14,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,CA
1220,Married,65685.0,0,1,3/29/14,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,AUS
1221,Together,40451.0,0,2,2/16/14,54,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,0,SP
1222,Divorced,31163.0,1,0,2/13/14,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,GER
1223,Divorced,31163.0,1,0,2/13/14,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,CA
1224,Married,35704.0,1,1,1/3/14,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,SA
1225,Single,7500.0,1,0,12/26/13,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,SA
1226,Together,36075.0,1,0,12/9/13,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,SP
1227,Together,70038.0,0,0,10/25/13,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,GER
1228,Together,70038.0,0,0,10/25/13,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,AUS
1229,Together,71796.0,0,0,10/24/13,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,SA
1230,Together,47821.0,1,1,10/20/13,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,SP
1231,Married,45503.0,1,0,9/25/13,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,SP
1232,Single,28647.0,1,0,8/21/13,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,1,0,SP
1233,Divorced,37760.0,1,0,8/11/13,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,SP
1234,Together,85431.0,0,0,6/8/13,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,SP
1235,Married,72635.0,0,0,6/3/13,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP
1236,Married,72635.0,0,0,6/3/13,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,SP
1237,Married,77142.0,0,0,5/29/13,54,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,0,SP
1238,Together,53172.0,0,1,5/6/13,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,IND
1239,Single,36065.0,1,1,3/31/13,54,18,7,34,10,2,3,3,3,0,3,8,0,0,0,0,0,0,0,SP
1240,Together,73926.0,0,0,3/2/13,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,CA
1241,Single,35790.0,1,0,1/2/13,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,0,AUS
1242,Divorced,39552.0,1,1,12/18/12,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,1,0,SP
1243,Together,68316.0,0,1,11/4/12,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,0,SP
1244,Together,102160.0,0,0,11/2/12,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,1,0,SA
1245,Widow,51390.0,1,1,9/8/12,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,SA
1246,Single,72066.0,0,0,6/23/14,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,1,0,SA
1247,Together,21675.0,1,0,6/11/14,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,IND
1248,Married,48006.0,1,1,6/9/14,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP
1249,Married,65106.0,0,1,5/24/14,55,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,0,SP
1250,Divorced,58401.0,0,1,4/20/14,55,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,0,SP
1251,Married,29315.0,1,1,4/6/14,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,SA
1252,Single,49389.0,1,1,8/29/13,55,40,0,19,2,1,3,1,2,0,3,7,0,0,0,0,0,0,0,AUS
1253,Together,51717.0,0,1,8/20/13,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,SA
1254,Widow,46779.0,1,1,7/12/13,55,12,1,3,0,0,7,1,0,1,2,4,0,0,0,0,0,0,0,SA
1255,Married,28520.0,1,1,6/14/13,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,SP
1256,Single,34377.0,0,1,1/19/13,55,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,0,SP
1257,Divorced,54959.0,0,1,1/19/13,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,0,SP
1258,Together,82384.0,0,0,11/19/12,55,984,51,432,180,120,190,1,3,10,13,1,0,0,1,0,0,1,0,AUS
1259,Single,46998.0,0,1,10/22/12,55,172,41,86,45,6,27,5,5,3,5,7,1,0,0,0,0,0,0,SP
1260,Together,58554.0,1,1,9/26/12,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,US
1261,Together,58554.0,1,1,9/26/12,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,IND
1262,Divorced,57333.0,0,1,9/22/12,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,1,0,SP
1263,Together,80685.0,0,0,8/22/12,55,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,0,SP
1264,Together,52117.0,0,1,8/16/12,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,SP
1265,Together,62220.0,0,1,8/11/12,55,799,12,375,16,12,12,5,7,6,5,6,0,0,0,0,0,1,0,GER
1266,Together,64014.0,2,1,6/10/14,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,CA
1267,Together,64014.0,2,1,6/10/14,56,406,0,30,0,0,8,7,8,2,5,7,0,0,0,1,0,0,0,SA
1268,Divorced,46390.0,0,1,5/5/14,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,US
1269,Together,75507.0,0,0,5/2/14,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,GER
1270,Together,75507.0,0,0,5/2/14,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,AUS
1271,Married,59412.0,0,0,4/19/14,56,90,67,165,30,43,11,1,4,2,8,3,0,0,0,0,0,0,0,SP
1272,Divorced,50616.0,0,1,4/18/14,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,SP
1273,Together,35924.0,1,1,3/23/14,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,SA
1274,Married,57937.0,0,1,2/16/14,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,SA
1275,Married,73356.0,0,0,2/6/14,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,1,0,SP
1276,Together,21255.0,1,0,1/21/14,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,0,SP
1277,Married,58494.0,0,1,12/12/13,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,SA
1278,Married,72460.0,0,0,11/14/13,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,SA
1279,Together,68682.0,0,0,10/6/13,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP
1280,Together,68682.0,0,0,10/6/13,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,0,SP
1281,Married,36959.0,1,0,10/2/13,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,SP
1282,Married,46463.0,1,1,8/18/13,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,SP
1283,Single,61825.0,0,1,8/7/13,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP
1284,Single,61825.0,0,1,8/7/13,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,0,SP
1285,Married,28691.0,1,0,7/4/13,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP
1286,Married,28691.0,1,0,7/4/13,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,SP
1287,Together,54058.0,0,1,6/4/13,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,SP
1288,Single,84196.0,0,1,6/3/13,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,SP
1289,Together,38620.0,0,0,5/11/13,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,AUS
1290,Together,38620.0,0,0,5/11/13,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,0,GER
1291,Single,3502.0,1,0,4/13/13,56,2,1,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,IND
1292,Married,47743.0,0,1,3/22/13,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,SP
1293,Married,80360.0,0,0,3/3/13,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,SP
1294,Married,66303.0,0,1,2/26/13,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,SP
1295,Married,52413.0,0,2,2/2/13,56,295,106,271,75,98,65,4,6,4,12,6,0,0,0,0,0,0,0,CA
1296,Single,60714.0,0,0,1/17/13,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,1,0,SA
1297,Single,31385.0,1,0,12/5/12,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,1,0,SP
1298,Single,83257.0,0,0,9/18/12,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,SP
1299,Married,80427.0,0,1,9/12/12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,IND
1300,Together,38823.0,0,1,8/30/12,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,0,SP
1301,Married,42014.0,1,0,8/17/12,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,CA
1302,Married,42014.0,1,0,8/17/12,56,244,15,108,4,15,50,6,7,1,6,8,0,0,0,0,0,1,0,SA
1303,Together,76140.0,0,0,5/13/14,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,SP
1304,Divorced,41713.0,1,1,4/29/14,57,77,8,44,10,10,25,5,3,1,4,6,0,0,0,0,0,0,0,CA
1305,Married,62670.0,0,1,2/2/14,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,SA
1306,Married,70932.0,0,1,1/19/14,57,200,193,100,46,185,185,2,6,2,12,3,0,0,0,0,0,0,0,SP
1307,Married,78939.0,0,0,12/12/13,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,GER
1308,Together,44512.0,1,1,8/30/13,57,23,1,6,0,0,2,2,1,0,3,4,0,0,0,0,0,0,0,SA
1309,Married,63967.0,0,1,8/9/13,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,SP
1310,Single,90842.0,0,0,7/29/13,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,SP
1311,Widow,25358.0,0,1,7/22/13,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,SA
1313,Single,28567.0,1,0,6/17/13,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,SP
1314,Married,66373.0,1,1,6/12/13,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS
1315,Married,66373.0,1,1,6/12/13,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,AUS
1316,Together,83844.0,0,0,5/12/13,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,GER
1317,Together,83844.0,0,0,5/12/13,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,SP
1318,Together,83844.0,0,0,5/12/13,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,CA
1319,Divorced,83664.0,1,1,5/8/13,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,0,SP
1320,Married,27450.0,0,0,4/15/13,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,SP
1321,Single,54880.0,1,0,3/1/13,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,SP
1322,Married,71322.0,0,1,2/16/13,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,SP
1323,Single,60000.0,0,1,12/22/12,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,SP
1324,Together,65176.0,0,1,10/29/12,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,SA
1325,Together,61010.0,0,1,10/9/12,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,CA
1326,Together,31089.0,1,0,8/17/12,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,SP
1327,Single,20518.0,1,0,5/18/14,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,SP
1328,Married,34469.0,1,1,5/4/14,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,SA
1329,Married,28332.0,0,0,4/30/14,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,0,GER
1330,Together,33456.0,1,1,4/21/14,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,IND
1331,Married,38443.0,1,1,1/27/14,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,SP
1332,Single,65333.0,0,1,1/17/14,58,654,7,92,0,15,30,7,9,4,8,6,0,1,1,0,0,0,0,CA
1333,Divorced,82623.0,0,0,11/10/13,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,SP
1334,Married,73691.0,0,1,11/6/13,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,SP
1335,Together,74485.0,0,0,8/24/13,58,499,149,815,173,49,49,1,6,7,12,3,0,0,0,0,0,0,0,SP
1336,Together,65748.0,0,1,4/15/13,58,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,1,SP
1337,Single,24367.0,1,0,3/20/13,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,SP
1338,Single,91700.0,0,0,1/17/13,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,1,0,SP
1339,Absurd,79244.0,0,0,12/19/12,58,471,102,125,212,61,245,1,4,10,7,1,0,0,1,1,0,1,0,AUS
1340,Married,82017.0,0,0,11/7/12,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,1,0,CA
1341,Single,58138.0,0,0,9/4/12,58,635,88,546,172,88,88,3,8,10,4,7,0,0,0,0,0,1,0,US
1342,Married,59354.0,0,2,4/24/14,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,CA
1343,Married,58482.0,0,1,3/12/14,59,576,7,115,19,7,7,2,7,4,9,6,0,1,0,0,0,0,0,CA
1344,Together,29478.0,1,0,1/17/14,59,8,0,7,3,1,1,1,1,0,3,6,0,0,0,0,0,0,0,SP
1345,Together,64474.0,0,1,10/22/13,59,381,35,172,56,86,93,2,8,2,10,5,0,0,0,0,0,0,0,SP
1346,Single,31160.0,1,0,9/16/13,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,SA
1347,Married,40321.0,1,1,7/29/13,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,SP
1348,Married,40321.0,1,1,7/29/13,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,SP
1349,Single,55239.0,0,1,7/14/13,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,SA
